school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,pass
GP,M,17,R,GT3,T,4,1,2,2,0,yes,yes,yes,yes,yes,yes,no,4,5,4,3,2,4,4,12,10,12,1
GP,M,19,U,GT3,T,3,1,3,2,0,no,no,yes,yes,yes,yes,yes,3,2,4,5,2,3,2,14,13,13,1
GP,M,18,U,LE3,T,0,1,2,3,0,no,no,no,no,yes,yes,yes,4,2,4,5,4,5,4,12,14,13,1
GP,F,19,R,GT3,A,2,2,2,2,1,no,yes,no,no,no,yes,no,4,5,4,2,2,4,9,8,8,8,0
GP,F,17,U,GT3,T,0,3,1,3,2,no,yes,no,no,yes,yes,no,1,2,3,3,3,3,3,13,14,14,1
GP,M,18,U,GT3,A,2,3,4,3,0,yes,no,no,no,yes,yes,no,3,4,3,3,4,4,4,12,11,11,1
MS,F,19,U,LE3,T,1,3,2,1,3,no,yes,no,yes,yes,no,yes,1,5,1,5,4,5,3,4,3,3,0
GP,M,15,R,LE3,T,1,2,1,4,0,no,yes,no,no,yes,yes,no,3,3,2,3,5,3,5,15,14,14,1
GP,F,18,U,LE3,T,4,2,4,4,0,yes,yes,no,no,yes,no,no,1,5,4,2,3,4,6,14,14,14,1
GP,F,15,R,LE3,T,1,1,3,3,0,no,no,no,no,yes,yes,no,1,1,5,1,2,1,2,12,15,13,1
GP,F,16,R,GT3,T,4,0,3,4,2,no,yes,yes,no,yes,yes,no,1,4,3,2,5,5,6,12,12,12,1
GP,F,18,U,LE3,T,0,4,1,2,0,no,yes,no,no,yes,yes,no,5,3,2,3,3,4,4,17,19,17,1
GP,M,15,R,GT3,T,1,4,3,3,0,no,yes,no,no,yes,yes,yes,1,2,1,2,5,2,0,13,13,13,1
GP,F,17,R,LE3,T,0,0,1,1,1,yes,no,no,no,yes,no,no,2,1,2,4,1,3,2,16,17,16,1
MS,F,17,R,LE3,T,0,1,1,2,0,no,yes,no,yes,yes,no,yes,2,1,4,4,2,4,4,16,18,15,1
MS,F,16,R,GT3,T,1,0,3,1,0,no,yes,no,no,yes,yes,yes,2,4,2,3,5,5,4,10,11,10,1
GP,F,18,U,LE3,T,0,0,4,1,2,no,no,no,yes,yes,yes,no,4,3,4,3,1,5,5,8,8,9,0
GP,M,18,U,GT3,T,1,4,1,4,0,no,yes,yes,yes,yes,yes,no,1,1,3,1,2,2,7,17,16,15,1
GP,M,18,U,GT3,A,1,1,4,4,0,no,no,no,no,no,yes,no,2,3,3,2,5,2,6,15,15,17,1
GP,M,16,U,LE3,T,1,2,4,3,0,no,no,no,yes,yes,yes,no,4,3,4,1,5,4,7,13,14,15,1
GP,M,18,U,LE3,T,2,4,1,4,0,yes,no,no,no,yes,yes,no,2,1,5,3,5,1,5,14,16,14,1
GP,F,17,R,LE3,T,0,2,4,1,0,no,yes,yes,yes,yes,yes,yes,3,3,3,3,5,5,6,12,11,11,1
MS,M,15,R,LE3,T,3,1,1,1,0,no,no,yes,yes,yes,yes,no,5,4,5,5,4,1,3,15,15,15,1
GP,F,17,U,LE3,T,1,0,3,2,0,no,no,yes,yes,yes,no,yes,1,1,4,1,5,1,3,12,10,10,1
GP,F,17,R,LE3,T,0,3,3,1,0,no,no,no,yes,yes,yes,no,5,4,4,3,4,4,3,12,12,11,1
GP,M,15,R,LE3,T,4,3,3,3,2,no,yes,yes,no,yes,yes,yes,5,4,3,4,4,3,3,10,11,10,1
GP,F,17,U,GT3,T,1,1,3,3,3,no,no,no,yes,yes,no,no,3,3,5,5,1,3,3,6,6,6,0
GP,M,16,U,GT3,T,1,3,3,4,0,no,yes,yes,yes,yes,yes,no,3,3,4,2,2,3,6,15,15,15,1
GP,F,15,U,GT3,A,3,2,4,4,0,no,yes,yes,yes,yes,yes,yes,3,1,3,5,4,2,4,11,12,11,1
GP,M,17,R,LE3,A,2,3,4,4,2,yes,yes,yes,yes,yes,yes,no,4,2,4,2,3,5,5,14,15,16,1
MS,M,19,U,LE3,T,2,1,4,3,0,no,no,yes,no,yes,yes,yes,2,1,2,4,4,2,0,7,8,7,0
GP,M,17,U,GT3,T,1,1,2,1,0,yes,yes,no,yes,yes,yes,yes,1,4,2,2,3,5,3,10,10,9,0
GP,M,16,U,GT3,T,0,2,2,4,2,yes,yes,no,no,yes,no,yes,3,3,3,1,1,5,4,12,10,11,1
GP,M,18,R,GT3,T,4,3,1,2,1,no,no,no,no,yes,no,no,1,4,4,2,3,5,1,10,11,10,1
GP,F,17,R,LE3,T,4,3,2,4,1,no,yes,yes,no,yes,yes,no,1,5,3,2,1,4,4,12,12,11,1
GP,F,18,R,GT3,T,0,0,3,3,0,no,no,yes,no,yes,yes,no,1,5,1,5,1,3,6,15,16,15,1
MS,F,19,R,GT3,A,1,4,3,4,0,no,yes,no,yes,yes,yes,no,3,4,3,4,1,2,7,11,12,11,1
MS,M,17,R,LE3,A,4,1,3,1,0,no,yes,no,yes,yes,yes,no,3,2,3,2,3,2,4,14,14,14,1
MS,F,15,R,GT3,T,2,0,1,4,0,yes,no,yes,no,yes,yes,no,2,2,2,1,3,4,2,16,17,16,1
GP,M,18,R,GT3,T,0,1,1,3,0,no,no,no,no,yes,yes,no,3,1,2,5,1,5,3,15,15,14,1
GP,F,19,R,LE3,T,3,0,1,3,0,no,yes,no,no,yes,yes,no,3,1,4,4,1,3,3,16,17,15,1
GP,F,15,U,LE3,T,1,4,1,2,1,no,no,yes,no,yes,yes,no,1,1,3,4,2,1,4,12,14,13,1
GP,M,15,U,GT3,T,0,0,4,3,1,no,yes,no,yes,yes,yes,yes,2,3,3,3,1,1,3,13,15,13,1
MS,F,15,U,GT3,T,4,1,1,2,0,no,yes,yes,yes,yes,yes,no,5,2,4,1,5,4,1,14,14,14,1
GP,F,15,U,LE3,T,1,3,1,1,1,no,yes,no,no,yes,yes,no,3,4,5,5,2,3,6,10,11,10,1
GP,F,17,U,LE3,T,2,1,2,3,1,yes,yes,yes,no,yes,yes,yes,3,5,4,5,2,1,5,13,15,14,1
